gen,best_fitness,ff_lr_0,ff_lr_1,ff_lr_2,thresh_0,thresh_1,thresh_2,plasticity_0,plasticity_1,plasticity_2,activation_mix
0,-99.72672847876083,0.003960666706189496,0.000253071961271088,0.0009269611546439872,0.7332059157009211,0.7851873671274548,4.144435006345857,0.01022852084545207,0.9329979664603114,0.005806600729040599,0.6815027222239293
1,-70.93409424527559,0.026166187952309638,0.0020195267405804583,0.03702189257191835,2.8866877589031184,2.3154963979774483,5.1682992009217585,0.033140099105524096,0.4281436614333503,0.0025008571588343276,0.6490058072431866
2,-114.88227106732066,9.830727370628418e-05,0.07560984166452792,0.00015349121156648702,4.9373848525748425,3.4205581580729403,2.7857598963866654,0.0006433750679876498,1.0,0.48078562279822024,0.3002325002258748
3,-116.75911282576396,0.055338876194389715,0.0137543669572373,0.007615945434909797,1.8898052158658862,4.322032824934379,1.2542985710144388,0.003175368765481916,0.07835542120057136,0.20912247151146926,0.2758777124355418
4,-117.19546416715441,0.00564174876995319,0.007615164510136661,0.00839024541051887,4.600001576414682,4.074945969953453,4.113831425889473,0.002747325998106892,0.14765282956399384,0.02621393885875111,0.4175626485760756
5,-114.5583456287629,0.02891863429122784,0.04022283349276946,0.007402511952493743,2.1241694308336916,4.975577330585351,1.1345938459093325,0.003401110106173279,0.09395009282729082,0.04853880996078272,0.03836389812326171
6,-79.99795695736701,0.02032761754042707,0.035978918732803934,0.005224145504332903,1.5889109992244883,5.146559454292561,1.3302876288910745,0.004921585294696054,0.08122751881730862,0.053557318565438154,0.014673982724519107
7,-94.98291991562284,0.037847642879473266,0.011481881965256477,0.01653172950836576,2.1109254675277045,5.029908124186818,0.1,0.00221764144103644,0.09739343190410354,0.12714823538348569,0.33250344892029665
8,-105.23815357298162,0.06847875924572137,0.01634904544697525,0.007342643429985962,2.0464456938581113,4.469404074728551,0.665731762712311,0.00548755029398524,0.057048369965796195,0.20614354046645259,0.3845427830287621
9,-89.64219429501108,0.07862818503456022,0.01575384097025536,0.0034922328229791896,1.0358784017983202,5.0611370563349904,0.6247813238746763,0.002756284696535382,0.031815903673317845,0.14387294681690158,0.4320601244194223
10,-94.20174045808878,0.002756613213217483,0.0038180537104665468,0.012761726542320788,0.1,1.026274380126182,2.2916940429235897,0.023455556172512836,0.0012864481502773374,0.0008163768560558551,0.21683685034331193
11,-42.96388173623287,0.01897513886884012,0.0044001046755574895,0.025884091680945204,1.6596395319268042,4.956870821420545,0.27552699265323377,0.003170116309441931,0.26088850992537277,0.19486683541696564,0.20561741530011154
12,-99.33155686565641,0.00464406618606472,0.00042305436328596475,0.00020167756808200658,6.88747443549323,4.9132482062484275,2.5623235895818817,0.004881735415914527,0.030095610387482163,0.12208049825114019,0.5322951309609806
13,-96.02772349107349,0.18983756103171476,0.006871489257573226,0.0658281560579885,2.9528131187629705,2.5842622166871556,3.7785868247309984,0.0410452569328835,0.1667736803986693,0.004003919997858723,0.5781600063102573
14,-100.87150655613763,0.2965878647713969,0.005071487272523331,0.05257045368580462,3.139249895381034,1.3097167492736814,4.1713090451583295,0.014660222165882794,0.4139641443198923,0.0007360239913732324,0.541705568578665
15,-84.52704063296129,0.01573399351318978,0.0033647758271689544,0.021941895851295783,3.11390413656485,4.7636562170228265,0.8181362517268423,0.0017125360365154833,0.11204118258618913,0.18563076471568207,0.0
16,-94.96284673846515,0.016766285615382,0.0011367588076150034,0.004446687475396669,4.171903936875192,3.380587592676625,3.1404945834660194,0.020719787392878507,0.004434827165243851,0.20507957274711505,0.4664079594475419
17,-81.45275908081295,0.01706546352599381,0.002149367488315035,0.02803197407323079,3.7688248467834655,4.949241962468741,0.6713055798995287,0.0014550294048465602,0.10836076550792262,0.14055810628393722,0.0
18,-53.1808483261407,0.02342614368463759,0.0029080842461128584,0.02443747549907077,3.953722202911031,5.1333165511622125,0.4780255766145819,0.001545960226441617,0.12397150470813334,0.14259968672746293,0.0
19,-97.3540228002034,0.013116731979804837,0.0014292545818156393,0.0036462766594126932,5.524793069968172,3.0469937423647404,3.6399656985144326,0.010490318269747008,0.006095595671363361,0.08997947045392563,0.8417854127693434
20,-103.41322192020286,0.011259838590946359,0.001929182802153114,0.0018428886557302763,5.193363852291583,2.2901796450175143,3.3604468707894606,0.017778600681833005,0.009213221161267354,0.10799466464066966,0.26521204948068045
21,-53.22100198627038,0.011545946751774755,0.0009916505713371,0.047575972952404816,3.5475243167878836,5.092474359734617,0.1,0.001628961959394496,0.3157260138253754,0.2250447303811904,0.058808162842848136
22,-90.09048212349072,0.009086354589163861,0.000924790577426847,0.03639823746513119,4.107115628750631,5.294765731160074,0.1,0.0016294937171885881,0.298035267992852,0.30613321760407075,0.09885207872583004
23,-93.7830506208516,0.009315390920167884,0.0013113995066733803,0.058759095736775055,3.8174730377266393,4.841682187524845,0.2035241193886393,0.0016822609961878133,0.31566487546762884,0.2779395299324307,0.1803522667491551
24,-39.76153915509984,0.00922359572011057,0.0008612915710330215,0.06816210944932208,3.891398997420154,5.51702342480631,0.30085401617446017,0.0010758883893263306,0.2572188064762498,0.23569240513662273,0.025088174818614514
25,-89.12319049266095,0.02248480836719514,0.0010661884853185955,0.009885158887385047,4.742508927306466,1.1322331111409343,2.3752353760882987,0.05507803634725265,0.028606822313029683,0.17601252914894527,0.35725587469215986
26,-93.85050012091327,0.025143593435234833,0.00034808028941064266,0.03571269205531648,4.832628064782665,2.3851830345013947,1.9278106442428313,0.005449435778171891,0.00594692623666761,0.18761877274540573,0.45062583972128756
27,-98.15235102360644,0.030936800776996207,0.00021300791054913154,0.03323071038124425,5.02263957212161,2.2205501511550545,1.9566349745663894,0.006496340366820579,0.004894168419206198,0.2892874424494877,0.4090194951883229
28,-97.7076516973754,0.005234085029722237,0.00019238144194543084,0.011629686823206541,5.266707554456675,2.325286959612167,2.041607580708539,0.007609292629538574,0.019381929495364342,0.30968988244188894,0.31871098549427235
29,-97.76664924775267,0.02217032669305121,0.0024733947307369296,0.000451795585645064,3.6426035497562235,0.9365458425552529,3.2120172362337502,0.006189354102521256,0.026814111211090712,0.24516511815477396,0.6892137246448555
30,-110.26744975746246,0.015688933217470277,0.0023717412275980274,0.0007305819760725402,3.5321936738216504,1.5443556765983324,3.5086503660647113,0.009377290872169878,0.03740711507743731,0.23849946478316172,0.3957191616703508
31,-110.63337435283763,0.031473099875628116,0.004409199256429531,0.0006854429466381288,3.4202929766491263,0.8723720510007296,2.478141769126289,0.00341545299854483,0.02515546476107056,0.23138660514613324,0.7635734880422931
32,-90.23304406881998,0.01689955818902862,0.0003875669674664577,0.009392443632278551,6.128410741456003,1.5149699421208889,3.5124484722317506,0.011285591724480739,0.0012789305635206854,0.07965025279843567,0.29004419954725746
33,-87.30543944904937,0.05817956030851796,0.00018401238768272671,0.03822700211452872,5.018392118161572,1.4464623454226562,3.0922839863274527,0.0025628812636104294,0.0008906188317201608,0.35392487840438436,0.6830069447432034
34,-88.55885307163042,0.05667731622430954,0.0016100509420127233,0.00045511653746223486,5.059410392822819,2.5226999234584784,2.935201951791301,0.00366011702383789,0.004396640894209195,0.07325974304367096,0.5937277243357401
35,-88.96919210640017,0.016146305952935095,0.0008788867090740991,0.005854728681451338,4.193276963582664,2.050781454276676,2.311732987318471,0.03286711299272696,0.013371678588981355,0.3755934172149381,0.7902255726683597
36,-95.79950483244615,0.022780944168916684,0.00012703694097477701,0.04769335134543075,6.0731188483499015,1.032618424075886,2.6667006124303576,0.001446692175822926,0.0010876783363977364,0.0668151365895541,0.65468262200178
37,-102.29419671791584,0.006989740943529675,3.148305768835721e-05,0.0296182387396867,4.701663897674953,1.8047473636260332,2.383219810910265,0.0020525383904478564,0.00794217880969245,0.3315375322699169,0.6666158224217509
38,-91.67279643459062,0.006989740943529675,3.148305768835721e-05,0.0296182387396867,4.701663897674953,1.8047473636260332,2.383219810910265,0.0020525383904478564,0.00794217880969245,0.3315375322699169,0.6666158224217509
39,-102.85495570530749,0.03180733437193965,8.954703831672431e-05,0.02656649449911818,5.85734123812641,1.8636927876520408,2.7298735069084787,0.003805445225012431,0.0012635136909720142,0.10678465943249232,0.959650968596127
40,-96.72065754243184,0.2837183321798594,0.0012113308775393318,0.0008798186182138579,3.651071397233007,2.699322201462904,4.177875052653809,0.003183066616615993,0.01058238033650556,0.24247837451616605,1.0
41,-108.64579336278541,0.0028975411806940734,3.021944575598805e-05,0.04336024649247791,4.73770707396559,1.7879504046766903,2.2514646270250975,0.0020246414768395195,0.02539454091645599,0.3198137593361078,0.49670665121255647
42,-95.43117267422424,0.004889262322353245,8.54056669415118e-05,0.01675870807251837,4.403348636640868,2.4751488385188285,3.2657022613616986,0.003847538136104423,0.010819061759498677,0.2757063598840152,0.6834225325822834
43,-82.44525185141097,0.0037385038572493967,8.445056873642558e-05,0.02647809704856121,4.486764609800905,2.4783950433096273,2.4165130239058374,0.0033587698301258038,0.010740829243392307,0.34549286706129595,0.8352839673944877
44,-75.105203014175,0.007369996561184154,5.445187755647943e-05,0.004834782638777295,4.644890752565706,2.369764429889777,3.4577001728492323,0.0032363692749770366,0.009948512159465222,0.22691261360126544,0.5390534977096794
45,-87.05314604905242,0.00494230383208782,8.888146994557434e-05,0.014338193636360498,3.9792119330570443,1.1171691995782713,2.633915851681511,0.0020933691483356596,0.018941725641039738,0.14850112421911438,0.5608875859537285
46,-92.76455308344778,0.0025122886801787056,9.700039063599554e-05,0.01718479438526479,3.2678974691843647,2.0365704989667526,2.861764695374717,0.0019255559045355205,0.03448205264920847,0.20411828253563574,0.6432234388205693
47,-89.47224199541915,0.012263497405601932,1.3177636481038944e-05,0.047266727988303774,6.679699396043972,1.8078171572728765,2.374291832413681,0.0026970781863069663,0.004376432240345645,0.2268894482472062,0.11303826511227356
48,-107.91234451432202,0.0056373177961081536,0.00013760159334030262,0.01074355841758396,4.414907459939375,1.4139441198556313,2.4054502465236896,0.0011114095363948346,0.028045443743811245,0.08197690652017353,0.4082534061448928
49,-105.68319912853794,0.01667440303645296,0.00013141279177215538,0.006675481689087409,6.794387067565931,2.2653298532783,0.7351945499283812,0.00217664460523189,0.0001055562828223561,0.40083595487376594,0.7704579827604265
50,-97.22937418038562,0.00872464795209767,7.01703558263344e-05,0.008563852185652065,5.013198105927005,2.1780680357184736,2.3376986595244515,0.0013384466422657428,0.006031117132928142,0.1697511705507291,0.4715413571837969
51,-105.5895183864668,0.0017670376151950145,6.733827914527565e-05,0.018056582152323943,3.753514249257602,1.8122585764899408,1.8005175205290112,0.0009267853243692339,0.1411561950885796,0.2881989025415354,0.5570145871197785
52,-79.4632680670441,0.0019676091366952436,2.3745165452915715e-05,0.047792289967947175,3.2172963703455157,1.0104232963724749,1.6520367915622243,0.0007660580723077889,0.23379222043215336,0.3646400264813929,0.21736953913820597
53,-106.82734344410181,0.001541492304495536,5.455420726827124e-05,0.011432643953246592,4.327744486338015,2.4886525927466314,1.2915435342411326,0.0008410535192627828,0.05828162746350155,0.08540178678704727,0.49142247303990316
54,-98.64468062803664,0.0004726865885814776,0.00034768597376617,0.0060337603333300875,4.5601561894135285,2.2716329346431605,2.7444833181608845,0.0006365467977922158,0.025802628111031387,0.10502322311937105,0.6605473660963694
55,-76.9002729903109,0.006275176721799414,1.693322803138501e-05,0.0039338033140415155,4.516222773622105,1.7928197232260747,1.9843777882318443,0.00041712756942900855,0.002699228641765683,1.0,0.5080260361687924
56,-105.36702672872542,0.0105460879711601,4.622924476274873e-05,0.002601483344940346,4.648201950758882,1.907045846151361,2.0906186225515153,0.0005577850048329284,0.005899171713020775,0.2529109711787922,0.30328938376775916
57,-90.05969390195705,0.00172603920018574,5.797709212094974e-05,0.01070513343152435,3.620095672323083,1.504900045244908,2.5164390233182887,0.000364390956599507,0.019070969889470858,0.09444547286878273,0.8727595699795272
58,-99.80468809239828,0.008344395361244901,0.00022978473191696908,0.024718200469627142,2.197801696971549,2.0341775086437868,1.017065537922624,0.0006961932124430427,0.11233742169976872,0.6788394367020568,0.6650170882984038
59,-101.0686563927335,0.002639087888183712,6.342301215961685e-05,0.009220397940503458,4.144673060329755,0.976736951346341,2.6117535479618903,0.0003583052833274097,0.025170161701025824,0.1813150096203155,0.9665375214092206
60,-92.64462876125079,0.0022338710164295137,6.139719642119625e-05,0.008097285444293473,3.701858583780956,1.493727889876531,2.5737255803471983,0.0005126992576883183,0.04607692018918473,0.05133054053046981,0.7547591338013468
61,-67.95549094658253,0.004633369310766004,0.00026027103548688417,0.016216560935196342,2.233935146233771,1.7991212039791629,0.8663893855520374,0.000550047917910842,0.1268990792390837,0.3571801839391103,0.7737795821080339
62,-105.15611030951041,0.0017491001780891285,0.000121767261050076,0.008293450070540446,3.3721821040497195,1.5139375451401802,1.5827363459928852,0.0016680156898374705,0.07258471524608562,0.11768039232895602,0.416442958981822
63,-90.00697499135057,0.003377584844859089,3.640284223932237e-05,0.010768859464524334,4.11422178858229,0.603024493326157,3.458963060523743,0.002191978908943748,0.046592771471484856,0.043320936121553764,0.547652357990034
64,-100.06229120212852,0.0021906478243944997,0.0003442273733375262,0.005312467874336585,2.193711600257788,0.1998812984114672,0.9243993720946351,0.024136113933625816,0.17074510547220983,0.01511845533979357,1.0
65,-95.96788453396702,0.004824154143638084,0.0002252201161668811,0.0018430511522691316,1.1414197771220418,0.8842016782825126,0.8406476261121367,0.015205907892256839,0.4835031628660435,0.16014783819686956,0.9019252845891416
66,-93.64602122032284,0.005072991342635241,0.00019551276935009186,0.009134519655900274,1.3556763811920158,1.1878360957242164,0.571428255532978,0.0012912543733862767,0.17141763343035601,0.7480769021996934,1.0
67,-102.41921052908451,0.007980411468593506,4.901382142525683e-05,0.0010234951692313478,3.1265410529291557,0.5450663862704209,1.7274488606630087,0.0003989948910019828,0.8164411336499362,0.03843754061019927,0.7249395059598994
68,-95.40904855110676,0.01050153591163784,3.474032596254255e-05,0.008847927811044726,3.339071157727108,2.266720311685573,2.9984131838119628,0.003144635247135991,0.022166332048497793,0.03728015998475574,0.7082217168977534
69,-83.25682032293041,0.01007437042232387,0.00014350248369346722,0.076179389872467,2.5741657848264534,1.3078374880650658,0.502006340625864,0.0008327047986426453,0.2901453852006666,0.2371029036005142,0.5493866181718443
70,-90.58093776680234,0.005926006537945552,0.0009938884391442289,0.0015646349232407502,3.112049769528066,0.1936908576028632,0.97197719603163,0.010705536369744738,0.2736282335878324,0.034498627145248706,0.7367156483377539
71,-106.5873120607899,0.0026161326705616567,0.0005363695856951032,0.016330761669085626,1.7490007592378098,1.5153086102931983,0.1053059382588221,0.0001,0.053534043906940165,0.08078238127243188,0.8230844257191653
72,-81.26221055975103,0.010594032222971247,0.0003814344033295292,0.0026163979100614575,4.370640189911539,2.8464458809879147,1.929751139535373,0.0010817092457594026,0.010926556385817975,0.03183629652432835,0.8490503258100919
73,-100.28962536614206,0.011792208558312903,2.719998407275769e-05,0.012595743999116433,3.599127411112787,1.1993660955097771,2.1691384050553184,0.0005718766757203465,0.03819058244643657,0.00960184475399004,0.8739159346038632
74,-105.34082433582746,0.0017002268837923505,0.00042865218158377093,0.0008062157019511695,6.386458607021921,3.144590838996665,2.8573891663164357,0.0008096238694875027,0.004951692054141507,0.008101170843296042,0.8246194534963712
75,-104.66196840962476,0.006186691416635331,0.0018378463614930856,0.0015645455626072927,3.270953658197024,0.6806004973479165,0.4397362145356971,0.027105253381582955,0.06732535107366094,0.04223332308649129,0.3698137704114753
76,-98.01604782586949,0.004669930165384257,0.0006297478326713254,0.0029875445515797337,4.6192576188022825,4.415835849313333,3.409635059097548,0.0008014011647245759,0.00515576192492321,0.0160226589555064,1.0
77,-90.58373297165652,0.008944558612934639,0.0002709785995607498,0.0014301073302990224,6.950213114094976,3.297481599678692,2.6749265252243304,0.0011131081093867022,0.0016288693169904927,0.015280798230801468,0.9537130069101274
78,-81.94905103072423,0.004406241611554024,0.0003789392794179294,0.003068443561648248,3.941706288748345,2.3690987158546246,2.4814615917767155,0.0005483393244072308,0.012254655743983267,0.03187942437698884,0.7486505438556998
79,-105.62232604308765,0.004406241611554024,0.0003789392794179294,0.003068443561648248,3.941706288748345,2.3690987158546246,2.4814615917767155,0.0005483393244072308,0.012254655743983267,0.03187942437698884,0.7486505438556998
80,-97.38577856543398,0.006899785539871138,0.0003163256013163677,0.0003058610660466691,5.478624519208731,2.1339239890997095,2.3645439094413505,0.002397103231949523,0.003413320309848533,0.0068299034967828414,1.0
81,-109.53572257695,0.005233582478475932,9.116211173582223e-05,0.002443338252006948,2.96333979204959,2.578977389267723,3.688983225703653,0.0005249633864947989,0.012895235480381212,0.010981737765471558,0.880556728542689
82,-84.37746222441203,0.002883750624397469,0.0007268273555486775,0.000959418497067979,6.600944749993235,3.20344995564725,1.9023549785503187,0.0001700768436216769,0.009948127069506957,0.0077215373521241585,0.6371643296902687
83,-102.44518087740092,0.004864007400770011,0.0008439948409107427,0.0008639399294400667,6.119890174699475,3.0056590315423883,1.7150504488608977,0.00031389669641952267,0.009952462767738299,0.00559198691701244,0.7135475663222297
84,-97.56391812628816,0.0022681581929201826,0.0010081119770759441,0.005691685659017328,1.3677251964089492,0.754290007477957,1.7502753046277468,0.0001557763464826406,0.02652568082007729,0.14618543551473784,0.6596548902418942
85,-102.77405539812862,0.0084826821440832,0.00047074192080681393,0.00028390027751281385,6.993335416733,3.583538961085262,1.3919771185819554,0.00025664071392265513,0.007539208781253482,0.004605742590118141,0.9640752842230986
86,-103.13364566065206,0.007671402233368425,0.000549204534055283,0.0011357134766846403,6.185361131925667,1.7097605085078964,0.6561267109474127,0.0006791706596955771,0.013085803508458033,0.009436396978960654,0.7770830951715778
87,-93.25516114776472,0.012826196679987257,0.00034117039784550845,0.0021907157885133403,6.840253233140403,3.4961387660889556,1.2520988861917248,0.00024457329680778066,0.016879555782855757,0.0024791693339322285,0.8358370451950468
88,-104.24101218913526,0.005110588959067321,0.004033421763231885,0.002281413274798476,5.7917418462318935,0.38610954614987536,1.769887565188231,0.0044067174071565724,0.17187936690400235,0.05567039305659179,0.6246546595033422
89,-100.82933907384897,0.006776218909009507,0.0004832163592177559,0.00012256702117834106,5.724602951546555,3.4242422494453337,1.6098772553227327,0.001957242234722419,0.0015849511668049427,0.0064349034142868475,0.8377262184985329
90,-95.86857745532636,0.004811175498991444,0.0009721072120775735,0.0016172669976511696,4.429833831304101,0.1,1.4578121439960696,0.02529447940243046,0.07532394147482324,0.10838253758472231,0.5207865886193855
91,-92.99850868495454,0.0021589927696501862,0.0010473968141532205,0.0046137373323536165,4.1871278895641115,0.961431754246499,1.6594865143811193,0.02600570202432917,0.6747578098092971,0.04879454526051725,0.7344362943232662
92,-98.45827984836842,0.0037589065271456585,0.0005428890049235198,0.002697844529702449,5.151428753300271,0.1,0.43823369419316005,0.0086233882855857,0.4660322244137715,0.02937806228480486,0.8485178251082557
93,-107.54896575867564,0.006175902700072833,0.0016243220361447815,0.00390299606120876,4.2974609073631465,0.1,1.3527139808621653,0.011757949985838038,0.26381682903750864,0.04173458963975956,0.5588724242342242
94,-110.24947733924758,0.0021542574258422826,0.0012394472375614905,0.0088818560811652,4.942339473898816,1.5538483996192387,2.05574254396047,0.023666816150491096,0.3555695168752204,0.0529429093576009,0.6938352830211507
95,-100.31143630419842,0.005824990982648578,0.0026337863786103886,0.0017054679503100206,7.598067120027902,0.1,1.4299868662062194,0.0006727854286818978,0.0056233891776341725,0.00483920391825732,0.954044362302745
96,-98.36003112114125,0.003955543091535157,0.0029786237395120706,0.005575044509968014,5.4864783372516595,0.6007838540301811,1.8555841751549675,0.0018537669170080196,0.47142997839712586,0.02300930933040502,0.9499423784546429
97,-102.73260857218061,0.0038596851947944816,0.0003260139889689489,0.007457700097394027,4.1992896394509325,2.2465519170150814,2.9766530580789627,0.018384350586563635,0.31847299834793785,0.015016787774843146,0.5911133203045409
98,-111.37932365126629,0.003355725221697191,0.00039849850764449177,0.009360151926552346,4.89730132200245,2.0171146364337296,1.686523014624132,0.022741760832849223,0.5593656074811483,0.020322246257021056,0.7770266429034136
99,-95.9817861513249,0.006108428322947933,0.002821192889383743,0.005033033310736682,5.321396015167057,0.9415763022987569,0.924916920703988,0.007445707854419598,0.15902015380584042,0.045142208150626015,0.864849609018451
